Entry_ID,State Patient Number,Date Announced,Age Bracket,Gender,Detected City,Detected District,Detected State,State code,Num Cases,Current Status,Contracted from which Patient (Suspected),Notes,Source_1,Source_2,Source_3,Nationality,Type of transmission,Status Change Date,Patient Number
401707,,01/12/2020,,,,Adilabad,Telangana,TG,4,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401708,,01/12/2020,,,,Bhadradri Kothagudem,Telangana,TG,33,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401709,,01/12/2020,,,,Hyderabad,Telangana,TG,101,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401710,,01/12/2020,,,,Jagtial,Telangana,TG,11,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401711,,01/12/2020,,,,Jangaon,Telangana,TG,4,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401712,,01/12/2020,,,,Jayashankar Bhupalapally,Telangana,TG,9,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401713,,01/12/2020,,,,Jogulamba Gadwal,Telangana,TG,4,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401714,,01/12/2020,,,,Kamareddy,Telangana,TG,6,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401715,,01/12/2020,,,,Karimnagar,Telangana,TG,25,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401716,,01/12/2020,,,,Khammam,Telangana,TG,30,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401717,,01/12/2020,,,,Komaram Bheem,Telangana,TG,3,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401718,,01/12/2020,,,,Mahabubnagar,Telangana,TG,6,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401719,,01/12/2020,,,,Mahabubabad,Telangana,TG,6,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401720,,01/12/2020,,,,Mancherial,Telangana,TG,11,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401721,,01/12/2020,,,,Medak,Telangana,TG,6,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401722,,01/12/2020,,,,Medchal Malkajgiri,Telangana,TG,46,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401723,,01/12/2020,,,,Mulugu,Telangana,TG,12,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401724,,01/12/2020,,,,Nagarkurnool,Telangana,TG,6,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401725,,01/12/2020,,,,Nalgonda,Telangana,TG,23,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401726,,01/12/2020,,,,Narayanpet,Telangana,TG,0,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401727,,01/12/2020,,,,Nirmal,Telangana,TG,6,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401728,,01/12/2020,,,,Nizamabad,Telangana,TG,7,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401729,,01/12/2020,,,,Peddapalli,Telangana,TG,11,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401730,,01/12/2020,,,,Rajanna Sircilla,Telangana,TG,8,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401731,,01/12/2020,,,,Ranga Reddy,Telangana,TG,32,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401732,,01/12/2020,,,,Sangareddy,Telangana,TG,12,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401733,,01/12/2020,,,,Siddipet,Telangana,TG,6,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401734,,01/12/2020,,,,Suryapet,Telangana,TG,19,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401735,,01/12/2020,,,,Vikarabad,Telangana,TG,7,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401736,,01/12/2020,,,,Wanaparthy,Telangana,TG,9,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401737,,01/12/2020,,,,Warangal Rural,Telangana,TG,7,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401738,,01/12/2020,,,,Warangal Urban,Telangana,TG,24,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401739,,01/12/2020,,,,Yadadri Bhuvanagiri,Telangana,TG,8,Hospitalized,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401740,,01/12/2020,,,,,Telangana,TG,894,Recovered,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401741,,01/12/2020,,,,,Telangana,TG,3,Deceased,,,https://twitter.com/Eatala_Rajender/status/1333624891363377154,,,,,,
401742,,01/12/2020,,,,Angul,Odisha,OR,38,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401743,,01/12/2020,,,,Balasore,Odisha,OR,14,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401744,,01/12/2020,,,,Bargarh,Odisha,OR,3,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401745,,01/12/2020,,,,Bhadrak,Odisha,OR,7,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401746,,01/12/2020,,,,Balangir,Odisha,OR,22,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401747,,01/12/2020,,,,Cuttack,Odisha,OR,24,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401748,,01/12/2020,,,,Deogarh,Odisha,OR,1,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401749,,01/12/2020,,,,Dhenkanal,Odisha,OR,5,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401750,,01/12/2020,,,,Ganjam,Odisha,OR,7,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401751,,01/12/2020,,,,Jagatsinghpur,Odisha,OR,18,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401752,,01/12/2020,,,,Jajpur,Odisha,OR,8,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401753,,01/12/2020,,,,Jharsuguda,Odisha,OR,15,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401754,,01/12/2020,,,,Kalahandi,Odisha,OR,8,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401755,,01/12/2020,,,,Kandhamal,Odisha,OR,3,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401756,,01/12/2020,,,,Kendrapara,Odisha,OR,10,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401757,,01/12/2020,,,,Kendujhar,Odisha,OR,15,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401758,,01/12/2020,,,,Khordha,Odisha,OR,37,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401759,,01/12/2020,,,,Koraput,Odisha,OR,4,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401760,,01/12/2020,,,,Malkangiri,Odisha,OR,1,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401761,,01/12/2020,,,,Mayurbhanj,Odisha,OR,34,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401762,,01/12/2020,,,,Nabarangapur,Odisha,OR,3,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401763,,01/12/2020,,,,Nayagarh,Odisha,OR,4,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401764,,01/12/2020,,,,Nuapada,Odisha,OR,21,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401765,,01/12/2020,,,,Puri,Odisha,OR,19,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401766,,01/12/2020,,,,Sambalpur,Odisha,OR,14,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401767,,01/12/2020,,,,Subarnapur,Odisha,OR,1,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401768,,01/12/2020,,,,Sundargarh,Odisha,OR,32,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401769,,01/12/2020,,,,State Pool,Odisha,OR,10,Hospitalized,,,https://twitter.com/IPR_Odisha/status/1333653835731009537,,,,,,
401770,,01/12/2020,39,M,,Jagatsinghpur,Odisha,OR,1,Deceased,,,https://twitter.com/HFWOdisha/status/1333654226610782209,,,,,,
401771,,01/12/2020,68,M,,Khordha,Odisha,OR,1,Deceased,,,https://twitter.com/HFWOdisha/status/1333654226610782209,,,,,,
401772,,01/12/2020,36,M,,Puri,Odisha,OR,1,Deceased,,,https://twitter.com/HFWOdisha/status/1333654226610782209,,,,,,
401773,,01/12/2020,65,F,,Puri,Odisha,OR,1,Deceased,,,https://twitter.com/HFWOdisha/status/1333654226610782209,,,,,,
401774,,01/12/2020,78,M,,Puri,Odisha,OR,1,Deceased,,"He was also suffering from Diabetes Mellitus, Hypertension & COPD",https://twitter.com/HFWOdisha/status/1333654226610782209,,,,,,
401775,,01/12/2020,,,,Daman,Dadra and Nagar Haveli and Daman and Diu,DN,1,Hospitalized,,,https://twitter.com/CollectorDaman/status/1333663326610595842,,,,,,
401776,,01/12/2020,,,,Daman,Dadra and Nagar Haveli and Daman and Diu,DN,2,Recovered,,,https://twitter.com/CollectorDaman/status/1333663326610595842,,,,,,
401777,,01/12/2020,,,,Aizawl,Mizoram,MZ,50,Recovered,,,https://twitter.com/dipr_mizoram/status/1333735242054594560,https://twitter.com/dipr_mizoram/status/1333743973823700992,,,,,
401778,,01/12/2020,,,,Lawngtlai,Mizoram,MZ,6,Recovered,,,https://twitter.com/dipr_mizoram/status/1333735242054594560,https://twitter.com/dipr_mizoram/status/1333743973823700992,,,,,
401779,,01/12/2020,,,,Lunglei,Mizoram,MZ,10,Recovered,,,https://twitter.com/dipr_mizoram/status/1333735242054594560,https://twitter.com/dipr_mizoram/status/1333743973823700992,,,,,
401780,,01/12/2020,,,,Mamit,Mizoram,MZ,3,Recovered,,,https://twitter.com/dipr_mizoram/status/1333735242054594560,https://twitter.com/dipr_mizoram/status/1333743973823700992,,,,,
401781,,01/12/2020,,,,Champhai,Mizoram,MZ,2,Recovered,,,https://twitter.com/dipr_mizoram/status/1333735242054594560,https://twitter.com/dipr_mizoram/status/1333743973823700992,,,,,
401782,,01/12/2020,,,,Kolasib,Mizoram,MZ,1,Recovered,,,https://twitter.com/dipr_mizoram/status/1333735242054594560,https://twitter.com/dipr_mizoram/status/1333743973823700992,,,,,
401783,,01/12/2020,,,,Serchhip,Mizoram,MZ,1,Recovered,,,https://twitter.com/dipr_mizoram/status/1333735242054594560,https://twitter.com/dipr_mizoram/status/1333743973823700992,,,,,
401784,,01/12/2020,41,M,,Aizawl,Mizoram,MZ,1,Deceased,,,https://twitter.com/dipr_mizoram/status/1333735242054594560,https://twitter.com/dipr_mizoram/status/1333743973823700992,,,,,
401785,,01/12/2020,,,,Araria,Bihar,BR,5,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401786,,01/12/2020,,,,Arwal,Bihar,BR,2,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401787,,01/12/2020,,,,Aurangabad,Bihar,BR,39,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401788,,01/12/2020,,,,Banka,Bihar,BR,7,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401789,,01/12/2020,,,,Begusarai,Bihar,BR,3,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401790,,01/12/2020,,,,Bhagalpur,Bihar,BR,18,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401791,,01/12/2020,,,,Bhojpur,Bihar,BR,2,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401792,,01/12/2020,,,,Buxar,Bihar,BR,4,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401793,,01/12/2020,,,,Darbhanga,Bihar,BR,5,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401794,,01/12/2020,,,,Gaya,Bihar,BR,9,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401795,,01/12/2020,,,,Gopalganj,Bihar,BR,2,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401796,,01/12/2020,,,,Jamui,Bihar,BR,6,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401797,,01/12/2020,,,,Jehanabad,Bihar,BR,15,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401798,,01/12/2020,,,,Kaimur,Bihar,BR,3,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401799,,01/12/2020,,,,Katihar,Bihar,BR,15,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401800,,01/12/2020,,,,Khagaria,Bihar,BR,3,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401801,,01/12/2020,,,,Kishanganj,Bihar,BR,13,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401802,,01/12/2020,,,,Lakhisarai,Bihar,BR,4,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401803,,01/12/2020,,,,Madhepura,Bihar,BR,11,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401804,,01/12/2020,,,,Madhubani,Bihar,BR,12,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401805,,01/12/2020,,,,Munger,Bihar,BR,10,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401806,,01/12/2020,,,,Muzaffarpur,Bihar,BR,38,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401807,,01/12/2020,,,,Nalanda,Bihar,BR,11,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401808,,01/12/2020,,,,Nawada,Bihar,BR,19,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401809,,01/12/2020,,,,West Champaran,Bihar,BR,5,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401810,,01/12/2020,,,,Patna,Bihar,BR,136,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401811,,01/12/2020,,,,East Champaran,Bihar,BR,13,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401812,,01/12/2020,,,,Purnia,Bihar,BR,13,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401813,,01/12/2020,,,,Rohtas,Bihar,BR,5,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401814,,01/12/2020,,,,Saharsa,Bihar,BR,2,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401815,,01/12/2020,,,,Samastipur,Bihar,BR,15,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401816,,01/12/2020,,,,Saran,Bihar,BR,2,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401817,,01/12/2020,,,,Sheikhpura,Bihar,BR,1,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401818,,01/12/2020,,,,Sheohar,Bihar,BR,1,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401819,,01/12/2020,,,,Siwan,Bihar,BR,10,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401820,,01/12/2020,,,,Supaul,Bihar,BR,12,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401821,,01/12/2020,,,,Vaishali,Bihar,BR,11,Hospitalized,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401822,,01/12/2020,,,,Araria,Bihar,BR,13,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401823,,01/12/2020,,,,Arwal,Bihar,BR,4,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401824,,01/12/2020,,,,Aurangabad,Bihar,BR,3,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401825,,01/12/2020,,,,Banka,Bihar,BR,10,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401826,,01/12/2020,,,,Begusarai,Bihar,BR,8,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401827,,01/12/2020,,,,Bhagalpur,Bihar,BR,29,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401828,,01/12/2020,,,,Buxar,Bihar,BR,5,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401829,,01/12/2020,,,,Darbhanga,Bihar,BR,6,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401830,,01/12/2020,,,,Gaya,Bihar,BR,10,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401831,,01/12/2020,,,,Gopalganj,Bihar,BR,10,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401832,,01/12/2020,,,,Jamui,Bihar,BR,1,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401833,,01/12/2020,,,,Jehanabad,Bihar,BR,8,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401834,,01/12/2020,,,,Kaimur,Bihar,BR,24,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401835,,01/12/2020,,,,Katihar,Bihar,BR,2,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401836,,01/12/2020,,,,Kishanganj,Bihar,BR,3,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401837,,01/12/2020,,,,Lakhisarai,Bihar,BR,9,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401838,,01/12/2020,,,,Madhepura,Bihar,BR,15,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401839,,01/12/2020,,,,Madhubani,Bihar,BR,36,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401840,,01/12/2020,,,,Munger,Bihar,BR,22,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401841,,01/12/2020,,,,Muzaffarpur,Bihar,BR,15,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401842,,01/12/2020,,,,Nalanda,Bihar,BR,11,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401843,,01/12/2020,,,,Nawada,Bihar,BR,6,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401844,,01/12/2020,,,,West Champaran,Bihar,BR,5,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401845,,01/12/2020,,,,Patna,Bihar,BR,92,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
401846,,01/12/2020,,,,East Champaran,Bihar,BR,8,Recovered,,,https://twitter.com/PIB_Patna/status/1333760496298721281,https://twitter.com/BiharHealthDept/status/1333747328629440512,,,,,
