SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
0,UN,State Unassigned,UN_Unassigned,Unassigned,0,0,0,0,0,0,0,0,0,,
1,AN,Andaman and Nicobar Islands,AN_Nicobars,Nicobars,0,0,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
2,AN,Andaman and Nicobar Islands,AN_North and Middle Andaman,North and Middle Andaman,1,0,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
3,AN,Andaman and Nicobar Islands,AN_South Andaman,South Andaman,51,19,32,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
0,AP,Andhra Pradesh,AP_Foreign Evacuees,Foreign Evacuees,434,0,434,0,0,0,0,0,0,,
4,AP,Andhra Pradesh,AP_Anantapur,Anantapur,49789,4008,45367,414,0,483,-280,756,7,,
5,AP,Andhra Pradesh,AP_Chittoor,Chittoor,50146,8314,41298,534,0,748,-163,902,9,,
6,AP,Andhra Pradesh,AP_East Godavari,East Godavari,78220,12022,65740,458,0,1412,-76,1484,4,,
7,AP,Andhra Pradesh,AP_Guntur,Guntur,46004,7239,38300,465,0,666,-511,1175,2,,
8,AP,Andhra Pradesh,AP_Krishna,Krishna,21475,2929,18195,351,0,201,-145,342,4,,
9,AP,Andhra Pradesh,AP_Kurnool,Kurnool,51966,3946,47598,422,0,341,-102,438,5,,
0,AP,Andhra Pradesh,AP_Other State,Other State,2461,0,2461,0,0,0,0,0,0,,
10,AP,Andhra Pradesh,AP_Prakasam,Prakasam,36886,13747,22760,379,0,444,-632,1071,5,,
11,AP,Andhra Pradesh,AP_S.P.S. Nellore,S.P.S. Nellore,44130,4698,39038,394,0,756,-379,1132,3,,
12,AP,Andhra Pradesh,AP_Srikakulam,Srikakulam,32747,6203,26254,290,0,517,-84,597,4,,
13,AP,Andhra Pradesh,AP_Visakhapatnam,Visakhapatnam,44338,5925,38050,363,0,490,-21,506,5,,
14,AP,Andhra Pradesh,AP_Vizianagaram,Vizianagaram,28427,9864,18363,200,0,481,170,307,4,,
15,AP,Andhra Pradesh,AP_West Godavari,West Godavari,51565,8813,42360,392,0,1091,1054,33,4,,
16,AP,Andhra Pradesh,AP_Y.S.R. Kadapa,Y.S.R. Kadapa,36491,5496,30685,310,0,326,-699,1021,4,,
17,AR,Arunachal Pradesh,AR_Anjaw,Anjaw,79,24,55,0,0,0,0,0,0,,
18,AR,Arunachal Pradesh,AR_Changlang,Changlang,593,100,493,0,0,0,0,0,0,,
19,AR,Arunachal Pradesh,AR_East Kameng,East Kameng,242,21,221,0,0,0,0,0,0,,
20,AR,Arunachal Pradesh,AR_East Siang,East Siang,407,152,254,1,0,0,0,0,0,,
21,AR,Arunachal Pradesh,AR_Kamle,Kamle,3,0,3,0,0,0,0,0,0,,
22,AR,Arunachal Pradesh,AR_Kra Daadi,Kra Daadi,4,1,3,0,0,0,0,0,0,,
23,AR,Arunachal Pradesh,AR_Kurung Kumey,Kurung Kumey,20,15,5,0,0,0,0,0,0,,
24,AR,Arunachal Pradesh,AR_Lepa Rada,Lepa Rada,78,21,57,0,0,0,0,0,0,,
25,AR,Arunachal Pradesh,AR_Lohit,Lohit,190,49,141,0,0,0,0,0,0,,
26,AR,Arunachal Pradesh,AR_Longding,Longding,83,51,32,0,0,0,0,0,0,,
27,AR,Arunachal Pradesh,AR_Lower Dibang Valley,Lower Dibang Valley,138,88,50,0,0,0,0,0,0,,
28,AR,Arunachal Pradesh,AR_Lower Siang,Lower Siang,146,22,124,0,0,0,0,0,0,,
29,AR,Arunachal Pradesh,AR_Lower Subansiri,Lower Subansiri,108,52,56,0,0,0,0,0,0,,
30,AR,Arunachal Pradesh,AR_Namsai,Namsai,212,16,195,1,0,0,0,0,0,,
31,AR,Arunachal Pradesh,AR_Pakke Kessang,Pakke Kessang,29,1,28,0,0,0,0,0,0,,
32,AR,Arunachal Pradesh,AR_Papum Pare,Papum Pare,2253,615,1634,4,0,0,0,0,0,,
33,AR,Arunachal Pradesh,AR_Shi Yomi,Shi Yomi,21,4,17,0,0,0,0,0,0,,
34,AR,Arunachal Pradesh,AR_Siang,Siang,43,1,42,0,0,0,0,0,0,,
35,AR,Arunachal Pradesh,AR_Tawang,Tawang,222,63,158,1,0,0,0,0,0,,
36,AR,Arunachal Pradesh,AR_Tirap,Tirap,222,54,168,0,0,0,0,0,0,,
37,AR,Arunachal Pradesh,AR_Upper Dibang Valley,Upper Dibang Valley,4,3,1,0,0,0,0,0,0,,
38,AR,Arunachal Pradesh,AR_Upper Siang,Upper Siang,102,37,65,0,0,0,0,0,0,,
39,AR,Arunachal Pradesh,AR_Upper Subansiri,Upper Subansiri,167,29,138,0,0,0,0,0,0,,
40,AR,Arunachal Pradesh,AR_West Kameng,West Kameng,424,84,337,3,0,0,0,0,0,,
41,AR,Arunachal Pradesh,AR_West Siang,West Siang,317,218,99,0,0,0,0,0,0,,
0,AS,Assam,AS_Airport Quarantine,Airport Quarantine,13,0,13,0,0,0,0,0,0,,
42,AS,Assam,AS_Baksa,Baksa,687,235,447,5,0,0,0,0,0,,
43,AS,Assam,AS_Barpeta,Barpeta,1121,93,1024,4,0,0,0,0,0,,
44,AS,Assam,AS_Biswanath,Biswanath,467,88,379,0,0,0,0,0,0,,
45,AS,Assam,AS_Bongaigaon,Bongaigaon,1303,466,834,3,0,0,0,0,0,,
46,AS,Assam,AS_Cachar,Cachar,6111,4585,1498,28,0,0,0,0,0,,
47,AS,Assam,AS_Charaideo,Charaideo,113,5,105,3,0,0,0,0,0,,
48,AS,Assam,AS_Chirang,Chirang,280,59,219,2,0,0,0,0,0,,
49,AS,Assam,AS_Darrang,Darrang,1967,225,1730,12,0,0,0,0,0,,
50,AS,Assam,AS_Dhemaji,Dhemaji,765,323,440,2,0,0,0,0,0,,
51,AS,Assam,AS_Dhubri,Dhubri,1723,504,1215,4,0,0,0,0,0,,
52,AS,Assam,AS_Dibrugarh,Dibrugarh,8268,5806,2409,53,0,183,183,0,0,,
53,AS,Assam,AS_Dima Hasao,Dima Hasao,237,38,199,0,0,0,0,0,0,,
54,AS,Assam,AS_Goalpara,Goalpara,658,38,568,1,0,0,0,0,0,,
55,AS,Assam,AS_Golaghat,Golaghat,2738,1072,1656,10,0,118,118,0,0,,
56,AS,Assam,AS_Hailakandi,Hailakandi,1632,509,1116,7,0,0,0,0,0,,
57,AS,Assam,AS_Hojai,Hojai,1646,478,1160,8,0,0,0,0,0,,
58,AS,Assam,AS_Jorhat,Jorhat,6063,4294,1752,17,0,175,175,0,0,,
59,AS,Assam,AS_Kamrup,Kamrup,4590,2496,2074,20,0,0,0,0,0,,
60,AS,Assam,AS_Kamrup Metropolitan,Kamrup Metropolitan,37655,22980,14599,76,0,538,538,0,0,,
61,AS,Assam,AS_Karbi Anglong,Karbi Anglong,632,72,552,8,0,0,0,0,0,,
62,AS,Assam,AS_Karimganj,Karimganj,1200,222,955,23,0,0,0,0,0,,
63,AS,Assam,AS_Kokrajhar,Kokrajhar,408,47,353,8,0,0,0,0,0,,
64,AS,Assam,AS_Lakhimpur,Lakhimpur,2329,1192,1135,2,0,182,182,0,0,,
65,AS,Assam,AS_Majuli,Majuli,165,84,80,1,0,0,0,0,0,,
66,AS,Assam,AS_Morigaon,Morigaon,638,79,557,2,0,0,0,0,0,,
67,AS,Assam,AS_Nagaon,Nagaon,4515,1999,2506,10,0,0,0,0,0,,
68,AS,Assam,AS_Nalbari,Nalbari,948,111,828,9,0,0,0,0,0,,
0,AS,Assam,AS_Other State,Other State,1,0,1,0,0,0,0,0,0,,
69,AS,Assam,AS_Sivasagar,Sivasagar,529,46,473,10,0,0,0,0,0,,
70,AS,Assam,AS_Sonitpur,Sonitpur,2351,620,1727,4,0,0,0,0,0,,
71,AS,Assam,AS_South Salmara Mankachar,South Salmara Mankachar,51,4,47,0,0,0,0,0,0,,
72,AS,Assam,AS_Tinsukia,Tinsukia,3366,1545,1798,23,0,0,0,0,0,,
73,AS,Assam,AS_Udalguri,Udalguri,758,88,666,4,0,0,0,0,0,,
74,AS,Assam,AS_West Karbi Anglong,West Karbi Anglong,39,1,37,1,0,0,0,0,0,,
75,BR,Bihar,BR_Araria,Araria,4286,721,3551,14,0,29,-69,98,0,,
76,BR,Bihar,BR_Arwal,Arwal,1536,119,1410,7,0,11,-10,21,0,,
77,BR,Bihar,BR_Aurangabad,Aurangabad,3315,339,2968,8,0,49,-9,58,0,,
78,BR,Bihar,BR_Banka,Banka,2001,212,1781,8,0,19,-14,33,0,,
79,BR,Bihar,BR_Begusarai,Begusarai,5867,214,5630,23,0,20,-43,63,0,,
80,BR,Bihar,BR_Bhagalpur,Bhagalpur,6628,601,5974,53,0,51,-23,74,0,,
81,BR,Bihar,BR_Bhojpur,Bhojpur,3876,163,3684,29,0,21,-7,28,0,,
82,BR,Bihar,BR_Buxar,Buxar,3203,177,3016,10,0,4,-16,20,0,,
83,BR,Bihar,BR_Darbhanga,Darbhanga,2800,360,2420,20,0,20,-8,28,0,,
101,BR,Bihar,BR_East Champaran,East Champaran,5834,491,5310,33,0,42,-29,71,0,,
84,BR,Bihar,BR_Gaya,Gaya,5167,340,4783,44,0,35,-25,60,0,,
85,BR,Bihar,BR_Gopalganj,Gopalganj,3491,520,2969,2,0,23,1,22,0,,
86,BR,Bihar,BR_Jamui,Jamui,1860,163,1691,6,0,10,-12,22,0,,
87,BR,Bihar,BR_Jehanabad,Jehanabad,2670,205,2457,8,0,5,-17,22,0,,
88,BR,Bihar,BR_Kaimur,Kaimur,1464,120,1335,9,0,6,0,6,0,,
89,BR,Bihar,BR_Katihar,Katihar,5169,366,4792,11,0,3,-49,52,0,,
90,BR,Bihar,BR_Khagaria,Khagaria,2517,151,2357,9,0,9,-9,18,0,,
91,BR,Bihar,BR_Kishanganj,Kishanganj,2612,289,2313,10,0,24,0,21,3,,
92,BR,Bihar,BR_Lakhisarai,Lakhisarai,2262,338,1918,6,0,53,1,52,0,,
93,BR,Bihar,BR_Madhepura,Madhepura,2632,315,2308,9,0,21,-30,51,0,,
94,BR,Bihar,BR_Madhubani,Madhubani,5412,412,4984,16,0,40,-49,89,0,,
95,BR,Bihar,BR_Munger,Munger,2619,172,2411,36,0,17,7,10,0,,
96,BR,Bihar,BR_Muzaffarpur,Muzaffarpur,7122,655,6436,31,0,79,-46,123,2,,
97,BR,Bihar,BR_Nalanda,Nalanda,5140,380,4722,38,0,52,-4,55,1,,
98,BR,Bihar,BR_Nawada,Nawada,2448,229,2203,16,0,5,-11,16,0,,
100,BR,Bihar,BR_Patna,Patna,24190,1764,22238,188,0,197,-40,237,0,,
102,BR,Bihar,BR_Purnia,Purnia,5086,621,4457,8,0,32,-49,79,2,,
103,BR,Bihar,BR_Rohtas,Rohtas,4852,290,4529,33,0,10,-16,26,0,,
104,BR,Bihar,BR_Saharsa,Saharsa,4115,492,3616,7,0,61,-62,123,0,,
105,BR,Bihar,BR_Samastipur,Samastipur,3843,306,3511,26,0,27,-3,30,0,,
106,BR,Bihar,BR_Saran,Saran,4952,417,4508,27,0,15,-55,69,1,,
107,BR,Bihar,BR_Sheikhpura,Sheikhpura,1987,146,1836,5,0,9,-16,25,0,,
108,BR,Bihar,BR_Sheohar,Sheohar,944,100,843,1,0,15,8,7,0,,
109,BR,Bihar,BR_Sitamarhi,Sitamarhi,3109,183,2916,10,0,14,-77,91,0,,
110,BR,Bihar,BR_Siwan,Siwan,3324,245,3060,19,0,18,-12,30,0,,
111,BR,Bihar,BR_Supaul,Supaul,3170,411,2751,8,0,66,4,62,0,,
112,BR,Bihar,BR_Vaishali,Vaishali,3808,226,3554,27,1,9,-17,26,0,,
99,BR,Bihar,BR_West Champaran,West Champaran,4215,422,3777,16,0,16,-32,48,0,,
113,CH,Chandigarh,CH_Chandigarh,Chandigarh,8245,2847,5300,95,3,254,119,130,5,,
0,CT,Chhattisgarh,CT_Other State,Other State,133,72,49,12,0,0,0,0,0,,
114,CT,Chhattisgarh,CT_Balod,Balod,1052,547,504,1,0,0,0,0,0,,
115,CT,Chhattisgarh,CT_Baloda Bazar,Baloda Bazar,1586,572,1002,12,0,0,0,0,0,,
116,CT,Chhattisgarh,CT_Balrampur,Balrampur,579,234,344,1,0,0,0,0,0,,
117,CT,Chhattisgarh,CT_Bametara,Bametara,726,253,468,5,0,0,0,0,0,,
118,CT,Chhattisgarh,CT_Bastar,Bastar,1464,596,863,5,0,0,0,0,0,,
119,CT,Chhattisgarh,CT_Bijapur,Bijapur,896,369,521,6,0,0,0,0,0,,
120,CT,Chhattisgarh,CT_Bilaspur,Bilaspur,4452,2848,1545,59,0,0,0,0,0,,
121,CT,Chhattisgarh,CT_Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,765,415,347,3,0,0,0,0,0,,
122,CT,Chhattisgarh,CT_Dhamtari,Dhamtari,939,532,405,2,0,0,0,0,0,,
123,CT,Chhattisgarh,CT_Durg,Durg,6164,3256,2853,55,0,0,0,0,0,,
124,CT,Chhattisgarh,CT_Gariaband,Gariaband,743,278,459,6,0,0,0,0,0,,
125,CT,Chhattisgarh,CT_Janjgir Champa,Janjgir Champa,2344,1130,1199,15,0,0,0,0,0,,
126,CT,Chhattisgarh,CT_Jashpur,Jashpur,707,225,480,2,0,0,0,0,0,,
127,CT,Chhattisgarh,CT_Kabeerdham,Kabeerdham,991,603,384,4,0,0,0,0,0,,
128,CT,Chhattisgarh,CT_Kondagaon,Kondagaon,672,307,364,1,0,0,0,0,0,,
129,CT,Chhattisgarh,CT_Korba,Korba,1456,500,951,5,0,0,0,0,0,,
130,CT,Chhattisgarh,CT_Koriya,Koriya,870,462,401,7,0,0,0,0,0,,
131,CT,Chhattisgarh,CT_Mahasamund,Mahasamund,1317,779,523,15,0,0,0,0,0,,
132,CT,Chhattisgarh,CT_Mungeli,Mungeli,731,415,316,0,0,0,0,0,0,,
133,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,764,139,625,0,0,0,0,0,0,,
134,CT,Chhattisgarh,CT_Raigarh,Raigarh,3537,1583,1928,26,0,0,0,0,0,,
135,CT,Chhattisgarh,CT_Raipur,Raipur,21850,11002,10587,261,0,0,0,0,0,,
136,CT,Chhattisgarh,CT_Rajnandgaon,Rajnandgaon,5025,2570,2423,32,0,0,0,0,0,,
137,CT,Chhattisgarh,CT_Sukma,Sukma,918,346,570,2,0,0,0,0,0,,
138,CT,Chhattisgarh,CT_Surajpur,Surajpur,804,433,367,4,0,0,0,0,0,,
139,CT,Chhattisgarh,CT_Surguja,Surguja,1280,478,794,8,0,0,0,0,0,,
140,CT,Chhattisgarh,CT_Uttar Bastar Kanker,Uttar Bastar Kanker,1068,439,623,6,0,0,0,0,0,,
766,CT,Chhattisgarh,CT_Gaurela Pendra Marwahi,Gaurela Pendra Marwahi,158,122,36,0,0,0,0,0,0,,
144,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
145,DL,Delhi,DL_East Delhi,East Delhi,38,38,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
146,DL,Delhi,DL_New Delhi,New Delhi,37,37,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
147,DL,Delhi,DL_North Delhi,North Delhi,60,60,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
148,DL,Delhi,DL_North East Delhi,North East Delhi,25,25,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
149,DL,Delhi,DL_North West Delhi,North West Delhi,32,31,0,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
150,DL,Delhi,DL_Shahdara,Shahdara,48,48,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
151,DL,Delhi,DL_South Delhi,South Delhi,70,70,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
152,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
153,DL,Delhi,DL_South West Delhi,South West Delhi,42,42,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
154,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
0,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Other State,Other State,0,0,0,0,0,0,0,0,0,,
141,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,1336,149,1181,1,5,13,-1,14,0,,
142,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,1147,58,1075,1,13,9,4,5,0,,
143,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,260,26,223,0,11,0,0,0,0,,
0,GA,Goa,GA_Other State,Other State,200,9,190,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
155,GA,Goa,GA_North Goa,North Goa,2668,1639,964,65,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
156,GA,Goa,GA_South Goa,South Goa,3511,1978,1407,126,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
0,GJ,Gujarat,GJ_Other State,Other State,162,32,127,3,0,0,0,0,0,,
157,GJ,Gujarat,GJ_Ahmedabad,Ahmedabad,33900,4224,27915,1761,0,175,-21,193,3,,
158,GJ,Gujarat,GJ_Amreli,Amreli,1664,362,1279,23,0,28,-6,34,0,,
159,GJ,Gujarat,GJ_Anand,Anand,935,74,845,16,0,3,-23,26,0,,
160,GJ,Gujarat,GJ_Aravalli,Aravalli,499,111,364,24,0,7,2,5,0,,
161,GJ,Gujarat,GJ_Banaskantha,Banaskantha,1421,-24,1425,20,0,28,-13,41,0,,
162,GJ,Gujarat,GJ_Bharuch,Bharuch,1877,221,1640,16,0,19,0,18,1,,
163,GJ,Gujarat,GJ_Bhavnagar,Bhavnagar,3505,402,3051,52,0,33,-13,44,2,,
164,GJ,Gujarat,GJ_Botad,Botad,617,141,471,5,0,8,8,0,0,,
165,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,415,86,327,2,0,5,0,5,0,,
167,GJ,Gujarat,GJ_Dahod,Dahod,1449,343,1100,6,0,23,23,0,0,,
187,GJ,Gujarat,GJ_Dang,Dang,79,19,60,0,0,1,-7,8,0,,
166,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,424,24,396,4,0,5,-12,17,0,,
168,GJ,Gujarat,GJ_Gandhinagar,Gandhinagar,2967,487,2414,66,0,39,15,21,3,,
169,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,1179,180,983,16,0,15,9,6,0,,
170,GJ,Gujarat,GJ_Jamnagar,Jamnagar,4288,320,3937,31,0,120,-11,129,2,,
171,GJ,Gujarat,GJ_Junagadh,Junagadh,2230,298,1903,29,0,39,6,33,0,,
173,GJ,Gujarat,GJ_Kheda,Kheda,1104,70,1018,16,0,6,-2,8,0,,
172,GJ,Gujarat,GJ_Kutch,Kutch,1633,418,1184,31,0,30,11,19,0,,
175,GJ,Gujarat,GJ_Mahisagar,Mahisagar,747,118,626,3,0,10,10,0,0,,
174,GJ,Gujarat,GJ_Mehsana,Mehsana,1958,607,1322,29,0,20,-1,21,0,,
176,GJ,Gujarat,GJ_Morbi,Morbi,1275,282,978,15,0,25,1,24,0,,
177,GJ,Gujarat,GJ_Narmada,Narmada,779,104,675,0,0,6,0,6,0,,
178,GJ,Gujarat,GJ_Navsari,Navsari,1052,135,911,6,0,14,14,0,0,,
179,GJ,Gujarat,GJ_Panchmahal,Panchmahal,1882,362,1503,17,0,28,-10,38,0,,
180,GJ,Gujarat,GJ_Patan,Patan,1347,141,1167,39,0,35,11,24,0,,
181,GJ,Gujarat,GJ_Porbandar,Porbandar,377,17,356,4,0,2,2,0,0,,
182,GJ,Gujarat,GJ_Rajkot,Rajkot,6848,2179,4554,115,0,151,71,78,2,,
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,876,192,674,10,0,11,-8,19,0,,
184,GJ,Gujarat,GJ_Surat,Surat,24544,2590,21259,695,0,278,10,265,3,,
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,1448,290,1147,11,0,19,-36,55,0,,
186,GJ,Gujarat,GJ_Tapi,Tapi,480,34,442,4,0,18,16,2,0,,
188,GJ,Gujarat,GJ_Vadodara,Vadodara,9949,1495,8305,149,0,131,24,106,1,,
189,GJ,Gujarat,GJ_Valsad,Valsad,1084,74,1000,10,0,2,-8,10,0,,
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,527,206,320,1,0,12,12,0,0,,
213,HP,Himachal Pradesh,HP_Chamba,Chamba,639,155,475,5,4,7,-28,35,0,One death of COVID-19 positive patient has occured due to non-covid reasons,
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,738,173,560,5,0,4,4,0,0,,
215,HP,Himachal Pradesh,HP_Kangra,Kangra,1531,614,902,15,0,51,39,12,0,Death of Tibetan refugee on March 22 included in Kangra district's tally,
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,121,44,77,0,0,0,0,0,0,,
217,HP,Himachal Pradesh,HP_Kullu,Kullu,388,122,265,1,0,5,5,0,0,,
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,29,21,8,0,0,10,10,0,0,,
219,HP,Himachal Pradesh,HP_Mandi,Mandi,909,514,387,8,0,101,100,1,0,,
220,HP,Himachal Pradesh,HP_Shimla,Shimla,632,281,332,12,7,28,20,7,1,One death of COVID-19 positive patient has occured due to non-covid reasons,
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,1259,299,954,6,0,10,1,8,1,,
222,HP,Himachal Pradesh,HP_Solan,Solan,2275,847,1408,17,3,106,101,5,0,,
223,HP,Himachal Pradesh,HP_Una,Una,871,384,479,8,0,30,30,0,0,,
0,HR,Haryana,HR_Foreign Evacuees,Foreign Evacuees,0,0,0,0,0,0,0,0,0,,
190,HR,Haryana,HR_Ambala,Ambala,6008,1181,4767,60,0,185,-48,233,0,,
191,HR,Haryana,HR_Bhiwani,Bhiwani,2072,352,1699,21,0,69,-3,72,0,,
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,411,143,267,1,0,35,35,0,0,,
193,HR,Haryana,HR_Faridabad,Faridabad,16139,1758,14188,193,0,279,24,253,2,,
194,HR,Haryana,HR_Fatehabad,Fatehabad,1575,584,970,21,0,65,40,25,0,,
195,HR,Haryana,HR_Gurugram,Gurugram,15599,2316,13134,149,0,336,85,249,2,,
196,HR,Haryana,HR_Hisar,Hisar,3875,1041,2803,31,0,139,66,72,1,,
0,HR,Haryana,HR_Italians,Italians,0,0,0,0,0,0,0,0,0,,
197,HR,Haryana,HR_Jhajjar,Jhajjar,1917,448,1450,19,0,44,-8,52,0,,
198,HR,Haryana,HR_Jind,Jind,1365,662,691,12,0,62,62,0,0,,
199,HR,Haryana,HR_Kaithal,Kaithal,1831,466,1340,25,0,65,-36,97,4,,
200,HR,Haryana,HR_Karnal,Karnal,5639,2019,3547,73,0,179,73,102,4,,
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,3764,1493,2208,63,0,164,-11,174,1,,
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,2563,538,2022,3,0,48,-13,61,0,,
203,HR,Haryana,HR_Nuh,Nuh,973,140,815,18,0,9,-2,9,2,,
204,HR,Haryana,HR_Palwal,Palwal,1983,196,1773,14,0,50,25,25,0,,
205,HR,Haryana,HR_Panchkula,Panchkula,4205,1219,2939,47,0,95,-112,201,6,,
206,HR,Haryana,HR_Panipat,Panipat,5870,1797,4014,59,0,129,-5,134,0,,
207,HR,Haryana,HR_Rewari,Rewari,4581,551,4004,26,0,71,-24,95,0,,
208,HR,Haryana,HR_Rohtak,Rohtak,4253,1049,3158,46,0,133,102,31,0,,
209,HR,Haryana,HR_Sirsa,Sirsa,2415,850,1530,35,0,57,12,43,2,,
210,HR,Haryana,HR_Sonipat,Sonipat,6202,986,5174,42,0,205,73,131,1,,
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,2889,628,2219,42,0,69,3,66,0,,
246,JH,Jharkhand,JH_Bokaro,Bokaro,3057,447,2591,19,0,0,0,0,0,,
247,JH,Jharkhand,JH_Chatra,Chatra,1007,250,752,5,0,0,0,0,0,,
248,JH,Jharkhand,JH_Deoghar,Deoghar,1746,209,1523,14,0,0,0,0,0,,
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,4006,902,3059,45,0,0,0,0,0,,
250,JH,Jharkhand,JH_Dumka,Dumka,815,204,605,6,0,0,0,0,0,,
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,10660,3065,7351,244,0,0,0,0,0,,
251,JH,Jharkhand,JH_Garhwa,Garhwa,1509,133,1369,7,0,0,0,0,0,,
252,JH,Jharkhand,JH_Giridih,Giridih,2621,358,2254,9,0,0,0,0,0,,
253,JH,Jharkhand,JH_Godda,Godda,1013,98,909,6,0,0,0,0,0,,
254,JH,Jharkhand,JH_Gumla,Gumla,1256,431,823,2,0,0,0,0,0,,
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,2607,746,1840,21,0,0,0,0,0,,
256,JH,Jharkhand,JH_Jamtara,Jamtara,552,46,505,1,0,0,0,0,0,,
257,JH,Jharkhand,JH_Khunti,Khunti,1106,268,835,3,0,0,0,0,0,,
258,JH,Jharkhand,JH_Koderma,Koderma,2152,608,1527,17,0,0,0,0,0,,
259,JH,Jharkhand,JH_Latehar,Latehar,1212,227,984,1,0,0,0,0,0,,
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,791,124,662,5,0,0,0,0,0,,
261,JH,Jharkhand,JH_Pakur,Pakur,584,76,507,1,0,0,0,0,0,,
262,JH,Jharkhand,JH_Palamu,Palamu,2040,133,1900,7,0,0,0,0,0,,
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,2785,949,1822,14,0,0,0,0,0,,
266,JH,Jharkhand,JH_Ranchi,Ranchi,13192,3466,9636,90,0,0,0,0,0,,
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,1027,184,834,9,0,0,0,0,0,,
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,2043,696,1340,7,0,0,0,0,0,,
269,JH,Jharkhand,JH_Simdega,Simdega,1332,326,1002,4,0,0,0,0,0,,
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,2361,390,1953,18,0,0,0,0,0,,
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,2919,706,2159,54,0,24,1,23,0,,
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,2883,922,1932,29,0,45,13,31,1,,
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,3495,967,2415,113,0,16,16,0,0,,
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,3819,1392,2354,73,0,78,35,41,2,,
228,JK,Jammu and Kashmir,JK_Doda,Doda,939,488,438,13,0,113,76,33,4,,
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,2146,563,1557,26,0,43,-13,55,1,,
230,JK,Jammu and Kashmir,JK_Jammu,Jammu,8744,5855,2797,92,0,392,285,103,4,,
